ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude,longitude
USTR,medium_airport,Roshchino International Airport,378.0,AS,RU,RU-TYU,Tyumen,USTR,TJM,,57.189601898199996,65.3243026733
USUU,medium_airport,Kurgan Airport,240.0,AS,RU,RU-KGN,Kurgan,USUU,KRO,,55.4753,65.415604
UT1G,medium_airport,Ashgabat Bezmein Air Base,920.0,AS,TM,TM-S,Ashgabat,,,,38.012001,58.195
UTAA,large_airport,Ashgabat International Airport,692.0,AS,TM,TM-S,Ashgabat,UTAA,ASB,,37.986801,58.361
UTAK,medium_airport,Turkmenbashi International Airport,279.0,AS,TM,TM-B,Turkmenbashi,UTAK,KRW,,40.063301,53.007198
UTAM,medium_airport,Mary International Airport,728.0,AS,TM,TM-M,Mary,UTAM,MYP,,37.62353,61.895668
UTAT,medium_airport,Daşoguz Airport,272.0,AS,TM,TM-D,Daşoguz,UTAT,TAZ,,41.759853,59.836149
UTAV,medium_airport,Türkmenabat International Airport,649.0,AS,TM,TM-L,Türkmenabat,UTAV,CRZ,,38.930662,63.563982
UTDD,medium_airport,Dushanbe Airport,2575.0,AS,TJ,TJ-RR,Dushanbe,UTDD,DYU,,38.543300628699996,68.8249969482
UTDK,medium_airport,Kulob Airport,2293.0,AS,TJ,TJ-KT,Kulyab,UTDK,TJU,,37.98809814453125,69.80500030517578
UTDL,medium_airport,Khujand Airport,1450.0,AS,TJ,TJ-SU,Khujand,UTDL,LBD,,40.215401,69.694702
UTDT,medium_airport,Qurghonteppa International Airport,1473.0,AS,TJ,TJ-KT,Kurgan-Tyube,UTDT,KQT,,37.86640167236328,68.86470031738281
UTKA,medium_airport,Andizhan Airport,1515.0,AS,UZ,UZ-AN,Andizhan,UTFA,AZN,,40.727699,72.293999
UTKF,medium_airport,Fergana International Airport,1980.0,AS,UZ,UZ-FA,Fergana,UTFF,FEG,,40.358799,71.745003
UTNN,medium_airport,Nukus Airport,246.0,AS,UZ,UZ-QR,Nukus,UTNN,NCU,,42.4884,59.623299
UTNU,medium_airport,Urgench Airport,320.0,AS,UZ,UZ-XO,Urgench,UTNU,UGC,,41.58430099487305,60.641700744628906
UTSA,medium_airport,Navoi Airport,1140.0,AS,UZ,UZ-NW,Navoi,UTSA,NVI,,40.117199,65.170799
UTSB,medium_airport,Bukhara International Airport,751.0,AS,UZ,UZ-BU,Bukhara,UTSB,BHK,,39.775002,64.483299
UTSS,medium_airport,Samarkand Airport,2224.0,AS,UZ,UZ-SA,Samarkand,UTSS,SKD,,39.70050048828125,66.98380279541016
UTST,medium_airport,Termez Airport,1027.0,AS,UZ,UZ-SU,Termez,UTST,TMJ,,37.287261,67.311869
UTTP,medium_airport,Tashkent East Airport,1574.0,AS,UZ,UZ-TO,Tashkent,UTTP,,,41.312889,69.395535
UTTT,large_airport,Tashkent International Airport,1417.0,AS,UZ,UZ-TO,Tashkent,UTTT,TAS,,41.257900238,69.2811965942
UUBA,medium_airport,Kostroma Sokerkino Airport,446.0,EU,RU,RU-KOS,Kostroma,UUBA,KMW,,57.796902,41.019402
UUBC,medium_airport,Grabtsevo Airport,656.0,EU,RU,RU-KLU,Kaluga,UUBC,KLF,,54.5499992371,36.3666687012
UUBD,medium_airport,Dyagilevo Air Base,440.0,EU,RU,RU-RYA,Ryazan,UUBD,,,54.642284,39.569047
UUBI,medium_airport,Ivanovo South Airport,410.0,EU,RU,RU-IVA,Ivanovo,UUBI,IWA,,56.93939971923828,40.940799713134766
UUBK,medium_airport,Staroselye Airport,423.0,EU,RU,RU-YAR,Rybinsk,,RYB,UUBK,58.104198,38.929401
UUBL,medium_airport,Semyazino Airport,554.0,EU,RU,RU-VLA,Vladimir,,,UUBL,56.127423,40.315202
UUBM,medium_airport,Myachkovo Airport,410.0,EU,RU,RU-MOS,Moscow,UUBM,,,55.5600013733,37.9850006104
UUBP,medium_airport,Bryansk Airport,663.0,EU,RU,RU-BRY,Bryansk,UUBP,BZK,,53.214199,34.176399
UUBW,large_airport,Zhukovsky International Airport,377.0,EU,RU,RU-MOS,Moscow,UUBW,ZIA,,55.553299,38.150002
UUDD,large_airport,Domodedovo International Airport,588.0,EU,RU,RU-MOS,Moscow,UUDD,DME,,55.40879821777344,37.90629959106445
UUEE,large_airport,Sheremetyevo International Airport,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,,55.972599,37.4146
UUEM,medium_airport,Migalovo Air Base,469.0,EU,RU,RU-TVE,Tver,UUEM,KLD,,56.82469940185547,35.7577018737793
UUMO,medium_airport,Ostafyevo International Airport,568.0,EU,RU,RU-MOS,Moscow,UUMO,OSF,,55.511667,37.507222
UUMT,medium_airport,Tretyakovo Airport,515.0,EU,RU,RU-MOS,Lukhovitsy,UUMT,,,54.904999,39.026669
UUMU,medium_airport,Chkalovskiy Air Base,499.0,EU,RU,RU-MOS,Moscow,UUMU,CKL,,55.8783,38.061699
UUOB,medium_airport,Belgorod International Airport,735.0,EU,RU,RU-BEL,Belgorod,UUOB,EGO,,50.643798828125,36.5900993347168
UUOK,medium_airport,Kursk East Airport,686.0,EU,RU,RU-KRS,Kursk,UUOK,URS,,51.7505989074707,36.29560089111328
UUOL,medium_airport,Lipetsk Airport,584.0,EU,RU,RU-LIP,Lipetsk,UUOL,LPK,,52.70280075073242,39.53779983520508
UUOO,medium_airport,Voronezh International Airport,514.0,EU,RU,RU-VOR,Voronezh,UUOO,VOZ,,51.81420135498047,39.22959899902344
UUOT,medium_airport,Donskoye Airport,413.0,EU,RU,RU-TAM,Tambov,,TBW,UUOT,52.806099,41.4828
UUWE,medium_airport,Yermolino Air Base,640.0,EU,RU,RU-KLU,Balabanovo,UUWE,,,55.228333,36.608334
UUWW,large_airport,Vnukovo International Airport,685.0,EU,RU,RU-MOS,Moscow,UUWW,VKO,,55.5914993286,37.2615013123
UUYH,medium_airport,Ukhta Airport,482.0,AS,RU,RU-KO,Ukhta,UUYH,UCT,,63.566898,53.804699
UUYI,medium_airport,Inta Airport,184.0,EU,RU,RU-KO,Inta,UUYI,INA,,66.053372,60.105786
UUYK,medium_airport,Vuktyl Airport,358.0,AS,RU,RU-KO,Vuktyl,UUYK,,,63.823299,57.279999
UUYP,medium_airport,Pechora Airport,98.0,AS,RU,RU-KO,Pechora,UUYP,PEX,,65.121101,57.130798
UUYS,medium_airport,Usinsk Airport,262.0,AS,RU,RU-KO,Usinsk,UUYS,USK,,66.0047,57.367199
UUYV,medium_airport,Izhma Airport,230.0,AS,RU,RU-KO,Izhma,UUYV,,,65.0317,53.970001
UUYW,medium_airport,Vorkuta Airport,604.0,AS,RU,RU-KO,Vorkuta,UUYW,VKT,,67.488602,63.993099
UUYX,medium_airport,Ust-Tsylma Airport,262.0,AS,RU,RU-KO,Ust-Tsylma,UUYX,UTS,,65.437294,52.200336
UUYY,medium_airport,Syktyvkar Airport,342.0,EU,RU,RU-KO,Syktyvkar,UUYY,SCW,,61.64699935913086,50.84510040283203
UWGG,medium_airport,Nizhny Novgorod Strigino International Airport,256.0,EU,RU,RU-NIZ,Nizhny Novgorod,UWGG,GOJ,,56.230098724365,43.784000396729
UWKB,medium_airport,Bugulma Airport,991.0,AS,RU,RU-TA,Bugulma,UWKB,UUA,,54.641184,52.800229
UWKD,large_airport,Kazan International Airport,411.0,EU,RU,RU-TA,Kazan,UWKD,KZN,,55.606201171875,49.278701782227
UWKE,medium_airport,Begishevo Airport,643.0,EU,RU,RU-TA,Nizhnekamsk,UWKE,NBC,,55.564701080322266,52.092498779296875
UWKG,medium_airport,Borisoglebskoye Airport,213.0,AS,RU,RU-TA,Kazan,UWKG,,,55.866699,49.133301
UWKJ,medium_airport,Yoshkar-Ola Airport,348.0,EU,RU,RU-ME,Yoshkar-Ola,UWKJ,JOK,,56.700599670410156,47.904701232910156
UWKS,medium_airport,Cheboksary Airport,558.0,EU,RU,RU-CU,Cheboksary,UWKS,CSY,,56.090301513671875,47.3473014831543
UWKV,medium_airport,Zhigansk Airport,292.0,AS,RU,RU-SA,Zhigansk,UEVV,ZIX,,66.7965011597,123.361000061
UWLL,medium_airport,Ulyanovsk Baratayevka Airport,449.0,EU,RU,RU-ULY,Ulyanovsk,UWLL,ULV,,54.268299,48.2267
UWLW,medium_airport,Ulyanovsk East Airport,252.0,EU,RU,RU-ULY,Cherdakly,UWLW,ULY,,54.401001,48.8027
UWOO,medium_airport,Orenburg Central Airport,387.0,EU,RU,RU-ORE,Orenburg,UWOO,REN,,51.795799255371094,55.45669937133789
UWOR,medium_airport,Orsk Airport,909.0,AS,RU,RU-ORE,Orsk,UWOR,OSW,,51.072498,58.5956
UWPP,medium_airport,Penza Airport,614.0,EU,RU,RU-PNZ,Penza,UWPP,PEZ,,53.110599517822266,45.02109909057617
UWPS,medium_airport,Saransk Airport,676.0,EU,RU,RU-MO,Saransk,UWPS,SKX,,54.12512969970703,45.212257385253906
UWSB,medium_airport,Balakovo Airport,95.0,AS,RU,RU-SAR,Balakovo,UWSB,BWO,,51.858299,47.745602
UWSG,large_airport,Gagarin International Airport,103.0,EU,RU,RU-SAR,Saratov,UWSG,GSV,,51.712778,46.171111
UWUU,large_airport,Ufa International Airport,449.0,EU,RU,RU-BA,Ufa,UWUU,UFA,,54.557498931885,55.874401092529
UWWB,medium_airport,Buguruslan Severny Airport,728.0,AS,RU,RU-ORE,Buguruslan,UWWB,,,53.718399,52.371899
UWWG,medium_airport,Bezymyanka Airfield,135.0,AS,RU,RU-SAM,Samara,UWWG,,,53.220001,50.325001
UWWW,large_airport,Kurumoch International Airport,477.0,EU,RU,RU-SAM,Samara,UWWW,KUF,,53.504901885986,50.16429901123
VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",1000.0,AS,IN,IN-MP,Rewa,VA1G,REW,VA1G,24.503401,81.220299
VA2C,medium_airport,Gondia Airport,987.0,AS,IN,IN-MM,Gondia,VAGD,GDB,VA2C,21.526817,80.290347
VAAH,medium_airport,Sardar Vallabh Bhai Patel International Airport,189.0,AS,IN,IN-GJ,Ahmedabad,VAAH,AMD,,23.0772,72.634697
VAAK,medium_airport,Akola Airport,999.0,AS,IN,IN-MM,Akola,VAAK,AKD,,20.698931,77.056883
VAAU,medium_airport,Aurangabad Airport,1911.0,AS,IN,IN-MM,Aurangabad,VAAU,IXU,,19.862699508666992,75.39810180664062
VABB,large_airport,Chhatrapati Shivaji International Airport,39.0,AS,IN,IN-MM,Mumbai,VABB,BOM,,19.0886993408,72.8678970337
VABI,medium_airport,Bilaspur Airport,899.0,AS,IN,IN-CT,Bilaspur,VEBU,PAB,,21.9884,82.111
VABJ,medium_airport,Bhuj Airport,268.0,AS,IN,IN-GJ,Bhuj,VABJ,BHJ,,23.2877998352,69.6701965332
VABM,medium_airport,Belagavi Airport,2487.0,AS,IN,IN-KA,Belgaum,VOBM,IXG,,15.8593,74.618301
VABO,medium_airport,Vadodara Airport,129.0,AS,IN,IN-GJ,Vadodara,VABO,BDQ,,22.336201,73.226303
VABP,medium_airport,Raja Bhoj International Airport,1711.0,AS,IN,IN-MP,Bhopal,VABP,BHO,,23.2875003815,77.3374023438
VABV,medium_airport,Bhavnagar Airport,44.0,AS,IN,IN-GJ,Bhavnagar,VABV,BHU,,21.752199173,72.1852035522
VADN,medium_airport,Daman Airport,33.0,AS,IN,IN-DH,Daman,VADN,NMB,,20.434401,72.843201
VAGO,large_airport,Dabolim Airport,150.0,AS,IN,IN-GA,Vasco da Gama,VOGO,GOI,,15.3808,73.831398
VAHB,medium_airport,Hubli Airport,2171.0,AS,IN,IN-KA,Hubli,VOHB,HBX,,15.361700058,75.08489990230001
VAID,medium_airport,Devi Ahilyabai Holkar Airport,1850.0,AS,IN,IN-MP,Indore,VAID,IDR,,22.7217998505,75.8011016846
VAJB,medium_airport,Jabalpur Airport,1624.0,AS,IN,IN-MP,Jabalpur,VAJB,JLR,,23.177799,80.052002
VAJM,medium_airport,Jamnagar Airport,69.0,AS,IN,IN-GJ,Jamnagar,VAJM,JGA,,22.465499877929688,70.01260375976562
VAKE,medium_airport,Kandla Airport,96.0,AS,IN,IN-GJ,Kandla,VAKE,IXY,,23.1127,70.100304
VAKJ,medium_airport,Khajuraho Airport,728.0,AS,IN,IN-MP,Khajuraho,VEKO,HJR,,24.8172,79.918602
VAKP,medium_airport,Kolhapur Airport,1996.0,AS,IN,IN-MM,Kolhapur,VAKP,KLH,,16.6647,74.289398
VAKS,medium_airport,Keshod Airport,167.0,AS,IN,IN-GJ,Keshod,VAKS,IXK,,21.317101,70.270401
VAND,medium_airport,Nanded Airport,1250.0,AS,IN,IN-MM,Nanded,VOND,NDC,VOND,19.1833,77.316704
VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,1033.0,AS,IN,IN-MM,Nagpur,VANP,NAG,,21.092199,79.047203
VAOZ,medium_airport,Nashik Airport,1900.0,AS,IN,IN-MM,Nasik,VAOZ,ISK,,20.119101,73.912903
VAPO,medium_airport,Pune Airport / Lohagaon Air Force Station,1942.0,AS,IN,IN-MM,Pune,VAPO,PNQ,,18.5821,73.919701
VAPR,medium_airport,Porbandar Airport,23.0,AS,IN,IN-GJ,Porbandar,VAPR,PBD,,21.649524,69.656405
VARG,medium_airport,Ratnagiri Airport,305.0,AS,IN,IN-MM,,VARG,RTC,,17.013599,73.327797
VARK,medium_airport,Rajkot Airport,441.0,AS,IN,IN-GJ,Rajkot,VARK,RAJ,,22.3092002869,70.77950286869999
VASD,medium_airport,Shirdi Airport,1926.0,AS,IN,IN-MM,Kakadi,VASD,SAG,,19.688752,74.377354
VASL,medium_airport,Solapur Airport,1584.0,AS,IN,IN-MM,Solapur,VASL,SSE,,17.6280002594,75.93479919430001
VASU,medium_airport,Surat Airport,16.0,AS,IN,IN-GJ,,VASU,STV,,21.1140995026,72.7417984009
VAUD,medium_airport,Maharana Pratap Airport,1684.0,AS,IN,IN-RJ,Udaipur,VAUD,UDR,,24.617700576799997,73.89610290530001
VCBI,large_airport,Bandaranaike International Colombo Airport,30.0,AS,LK,LK-1,Colombo,VCBI,CMB,,7.180759906768799,79.88410186767578
VCCA,medium_airport,Anuradhapura Airport,324.0,AS,LK,LK-7,Anuradhapura,VCCA,ACJ,,8.301542,80.42848
VCCB,medium_airport,Batticaloa Airport,20.0,AS,LK,LK-5,Batticaloa,VCCB,BTC,,7.70576,81.678802
VCCC,medium_airport,Colombo Ratmalana Airport,22.0,AS,LK,LK-1,Colombo,VCCC,RML,,6.821990013122559,79.88619995117188
VCCG,medium_airport,Ampara Airport,150.0,AS,LK,LK-5,Ampara,VCCG,ADP,,7.336745,81.623869
VCCH,medium_airport,Hingurakgoda Air Force Base,170.0,AS,LK,LK-7,Polonnaruwa Town,VCCH,HIM,,8.04981,80.9814
VCCJ,medium_airport,Jaffna International Airport,33.0,AS,LK,LK-4,Jaffna,VCCJ,JAF,,9.79233,80.070099
VCCK,medium_airport,Koggala Airport,10.0,AS,LK,LK-3,Galle,VCCK,KCT,,5.993680000305176,80.32029724121094
VCCT,medium_airport,China Bay Airport,6.0,AS,LK,LK-5,Trincomalee,VCCT,TRR,,8.5385103225708,81.18190002441406
VCRI,large_airport,Mattala Rajapaksa International Airport,157.0,AS,LK,LK-3,,VCRI,HRI,VCRI,6.284467,81.124128
VDBG,medium_airport,Battambang Airport,59.0,AS,KH,KH-2,Battambang,VDBG,BBM,,13.0956,103.223999
VDKH,medium_airport,Kampong Chhnang Airport,56.0,AS,KH,KH-4,Kampong Chhnang,VDKH,KZC,,12.255032,104.564657
VDPP,large_airport,Phnom Penh International Airport,40.0,AS,KH,KH-12,Phnom Penh (Pou Senchey),VDPP,PNH,,11.5466,104.844002
VDRK,medium_airport,Ratanakiri Airport,,AS,KH,KH-16,Ratanakiri,VDRK,RBE,,13.729999542236328,106.98699951171875
VDSR,large_airport,Siem Reap International Airport,60.0,AS,KH,KH-17,Siem Reap,VDSR,REP,,13.41155,103.813044
VE44,medium_airport,Hashimara Air Force Station,340.0,AS,IN,IN-WB,Jalpaiguri,VE44,,VE44,26.698299407958984,89.36910247802734
VE89,medium_airport,Darbhanga Airport,156.0,AS,IN,IN-BR,Darbhanga,VEDH,DBR,VEDH,26.192801,85.916901
VEAN,medium_airport,Along Airport,900.0,AS,IN,IN-AR,,VEAN,IXV,,28.17530059814453,94.802001953125
VEAT,medium_airport,Agartala - Maharaja Bir Bikram Airport,46.0,AS,IN,IN-TR,Agartala,VEAT,IXA,,23.886999,91.240402
VEBD,medium_airport,Bagdogra Airport,412.0,AS,IN,IN-WB,Siliguri,VEBD,IXB,,26.68120002746582,88.32859802246094
VEBI,medium_airport,Shillong Airport,2910.0,AS,IN,IN-ML,Shillong,VEBI,SHL,,25.70359992980957,91.97869873046875
VEBS,medium_airport,Biju Patnaik Airport,138.0,AS,IN,IN-OR,Bhubaneswar,VEBS,BBI,,20.244400024399997,85.8178024292
VECC,large_airport,Netaji Subhash Chandra Bose International Airport,16.0,AS,IN,IN-WB,Kolkata,VECC,CCU,,22.654699325561523,88.44670104980469
VEDB,medium_airport,Dhanbad Airport,847.0,AS,IN,IN-BR,,VEDB,DBD,,23.833999633789062,86.42530059814453
VEDG,medium_airport,Kazi Nazrul Islam Airport,300.0,AS,IN,IN-WB,Durgapur,VEDG,RDP,,23.6225,87.243
VEGK,medium_airport,Gorakhpur Airport,259.0,AS,IN,IN-UP,Gorakhpur,VEGK,GOP,,26.739700317399997,83.4496994019
VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,162.0,AS,IN,IN-AS,Guwahati,VEGT,GAU,,26.10610008239746,91.58589935302734
VEGY,medium_airport,Gaya Airport,380.0,AS,IN,IN-BR,Gaya,VEGY,GAY,,24.744301,84.951202
VEIM,medium_airport,Imphal Airport,2540.0,AS,IN,IN-MN,Imphal,VEIM,IMF,,24.7600002289,93.896697998
VEJS,medium_airport,Sonari Airport,475.0,AS,IN,IN-JH,Jamshedpur,VEJS,IXW,,22.813786,86.169739
VEJT,medium_airport,Jorhat Airport,311.0,AS,IN,IN-AS,Jorhat,VEJT,JRH,,26.7315006256,94.1754989624
VEKI,medium_airport,Kushinagar International Airport,266.0,AS,IN,IN-UP,Kushinagar,VEKI,KBK,,26.776534,83.889214
VEKR,medium_airport,Kailashahar Airport,79.0,AS,IN,IN-TR,Kailashahar,VEKR,IXH,,24.308657,92.00768
VEKU,medium_airport,Silchar Airport,352.0,AS,IN,IN-AS,Silchar,VEKU,IXS,,24.9129009247,92.97869873050001
VELP,medium_airport,Lengpui Airport,1398.0,AS,IN,IN-MZ,Aizawl (Lengpui),VELP,AJL,,23.840599,92.619698
VELR,medium_airport,Lilabari North Lakhimpur Airport,330.0,AS,IN,IN-AS,Lilabari,VELR,IXI,,27.2955,94.097603
VEMN,medium_airport,Dibrugarh Airport,362.0,AS,IN,IN-AS,Dibrugarh,VEMN,DIB,,27.4839000702,95.0168991089
VEMR,medium_airport,Dimapur Airport,487.0,AS,IN,IN-NL,Dimapur,VEMR,DMU,,25.883899688699998,93.77110290530001
VEMZ,medium_airport,Muzaffarpur Airport,174.0,AS,IN,IN-BR,Muzaffarpur,VEMZ,MZU,,26.119101,85.313698
VEPH,medium_airport,Panagarh Air Force Station,240.0,AS,IN,IN-WB,,VEPH,,,23.474300384499998,87.4274978638
VEPT,medium_airport,Jay Prakash Narayan Airport,170.0,AS,IN,IN-BR,Patna,VEPT,PAT,,25.591299,85.087997
VERC,medium_airport,Birsa Munda Airport,2148.0,AS,IN,IN-JH,Ranchi,VERC,IXR,,23.314300537100003,85.3217010498
VERK,medium_airport,Rourkela Airport,659.0,AS,IN,IN-OR,Rourkela,VERK,RRK,,22.256571,84.815193
VETZ,medium_airport,Tezpur Airport,240.0,AS,IN,IN-AS,,VETZ,TEZ,,26.7091007232666,92.78469848632812
VEVZ,medium_airport,Visakhapatnam Airport,15.0,AS,IN,IN-AP,Visakhapatnam,VOVZ,VTZ,,17.723506,83.227729
VEZO,medium_airport,Ziro Airport,5403.0,AS,IN,IN-AR,Ziro,VEZO,ZER,,27.588301,93.828102
VGBR,medium_airport,Barisal Airport,23.0,AS,BD,BD-1,Barisal,VGBR,BZL,,22.801000595092773,90.30120086669922
VGCB,medium_airport,Cox's Bazar Airport,12.0,AS,BD,BD-2,Cox's Bazar,VGCB,CXB,,21.452199935913086,91.96389770507812
VGEG,medium_airport,Shah Amanat International Airport,12.0,AS,BD,BD-2,Chattogram (Chittagong),VGEG,CGP,,22.249599,91.813301
VGIS,medium_airport,Ishurdi Airport,45.0,AS,BD,BD-5,Ishurdi,VGIS,IRD,,24.15250015258789,89.04940032958984
VGJR,medium_airport,Jessore Airport,20.0,AS,BD,BD-4,Jashore (Jessore),VGJR,JSR,,23.1838,89.160797
VGRJ,medium_airport,Shah Mokhdum Airport,64.0,AS,BD,BD-5,Rajshahi,VGRJ,RJH,,24.43720054626465,88.61650085449219
VGSD,medium_airport,Saidpur Airport,125.0,AS,BD,BD-5,Saidpur,VGSD,SPD,,25.759199142456055,88.90889739990234
VGSY,medium_airport,Osmany International Airport,50.0,AS,BD,BD-6,Sylhet,VGSY,ZYL,,24.963832,91.864843
VGZR,large_airport,Hazrat Shahjalal International Airport,30.0,AS,BD,BD-3,Dhaka,VGHS,DAC,,23.843347,90.397783
VHHH,large_airport,Hong Kong International Airport,28.0,AS,HK,HK-NT,Islands,VHHH,HKG,,22.308901,113.915001
VHSK,medium_airport,Shek Kong Air Base,50.0,AS,HK,HK-NT,Islands,VHSK,,,22.4366,114.080002
VIAG,medium_airport,Agra Airport / Agra Air Force Station,551.0,AS,IN,IN-UP,Agra,VIAG,AGR,,27.157683,77.960942
VIAL,medium_airport,Prayagraj Airport,322.0,AS,IN,IN-UP,Allahabad,VEAB,IXD,VEAB,25.4401,81.733902
VIAM,medium_airport,Ambala Air Force Station,909.0,AS,IN,IN-HR,Ambala,VIAM,,VI18,30.368099,76.816704
VIAR,medium_airport,Sri Guru Ram Dass Jee International Airport,756.0,AS,IN,IN-PB,Amritsar,VIAR,ATQ,,31.7096,74.797302
VIBK,medium_airport,Nal Airport,750.0,AS,IN,IN-RJ,Bikaner,VIBK,BKB,,28.070600509643555,73.20719909667969
VIBN,medium_airport,Lal Bahadur Shastri Airport,266.0,AS,IN,IN-UP,Varanasi,VEBN,VNS,,25.452129,82.861805
VIBR,medium_airport,Kullu Manali Airport,3573.0,AS,IN,IN-HP,Bhuntar,VIBR,KUU,,31.876699,77.154404
VIBT,medium_airport,Bhatinda Air Force Station,662.0,AS,IN,IN-PB,,VIBT,BUP,,30.270099639892578,74.75579833984375
VIBY,medium_airport,Bareilly Air Force Station,580.0,AS,IN,IN-UP,Bareilly,VIBY,BEK,,28.4221000671,79.45079803470001
VICG,medium_airport,Chandigarh International Airport,1012.0,AS,IN,IN-CH,Chandigarh,VICG,IXC,,30.6735,76.788498
VICX,medium_airport,Kanpur Airport,410.0,AS,IN,IN-UP,Kanpur,VEKA,KNU,VEKA,26.404301,80.410103
VIDD,medium_airport,Safdarjung Airport,705.0,AS,IN,IN-DL,New Delhi,VIDD,,,28.585453,77.203563
VIDN,medium_airport,Dehradun Jolly Grant Airport,1831.0,AS,IN,IN-UT,Dehradun (Jauligrant),VIDN,DED,,30.189243,78.176651
VIDP,large_airport,Indira Gandhi International Airport,777.0,AS,IN,IN-DL,New Delhi,VIDP,DEL,,28.55563,77.09519
VIGG,medium_airport,Kangra Airport,2525.0,AS,IN,IN-HP,Kangra,VIGG,DHM,,32.164902,76.263018
VIGR,medium_airport,Gwalior Airport,617.0,AS,IN,IN-MP,Gwalior,VIGR,GWL,,26.29330062866211,78.22779846191406
VIHR,medium_airport,Hisar Airport,700.0,AS,IN,IN-HR,,VIHR,HSS,,29.179399,75.755302
VIJO,medium_airport,Jodhpur Airport,717.0,AS,IN,IN-RJ,Jodhpur,VIJO,JDH,,26.251100540161133,73.04889678955078
VIJP,medium_airport,Jaipur International Airport,1263.0,AS,IN,IN-RJ,Jaipur,VIJP,JAI,,26.8242,75.812202
VIJR,medium_airport,Jaisalmer Airport,751.0,AS,IN,IN-RJ,,VIJR,JSA,,26.888700485229492,70.86499786376953
VIJU,medium_airport,Jammu Airport,996.0,AS,IN,IN-JK,Jammu,VIJU,IXJ,,32.688849,74.838152
VIKG,medium_airport,Kishangarh Airport Ajmer,,AS,IN,IN-RJ,Ajmer (Kishangarh),VIKG,KQH,,26.591007,74.812956
VIKO,medium_airport,Kota Airport,896.0,AS,IN,IN-RJ,Kota,VIKO,KTU,,25.160200119,75.84559631350001
VILD,medium_airport,Ludhiana Airport,834.0,AS,IN,IN-PB,,VILD,LUH,,30.854700088500977,75.95259857177734
VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,10682.0,AS,IN,IN-LA,Leh,VILH,IXL,,34.135899,77.546501
VILK,medium_airport,Chaudhary Charan Singh International Airport,410.0,AS,IN,IN-UP,Lucknow,VILK,LKO,,26.7605991364,80.8892974854
VIPK,medium_airport,Pathankot Airport,1017.0,AS,IN,IN-PB,Pathankot,VIPK,IXP,,32.233611,75.634444
VIPT,medium_airport,Pantnagar Airport,769.0,AS,IN,IN-UP,Pantnagar,VIPT,PGH,,29.0334,79.473701
VISA,medium_airport,Sirsa Air Force Station,650.0,AS,IN,IN-HR,,VISA,,,29.56060028076172,75.006103515625
VISR,medium_airport,Sheikh ul Alam International Airport,5429.0,AS,IN,IN-JK,Srinagar,VISR,SXR,,33.987099,74.7742
VIUX,medium_airport,Udhampur Air Force Station,2066.0,AS,IN,IN-JK,Udhampur,VIUX,,,32.902152,75.155709
VLLB,medium_airport,Luang Phabang International Airport,955.0,AS,LA,LA-LP,Luang Phabang,VLLB,LPQ,,19.897300720214844,102.16100311279297
VLPS,medium_airport,Pakse International Airport,351.0,AS,LA,LA-CH,Pakse,VLPS,PKZ,,15.132100105285645,105.78099822998047
VLSK,medium_airport,Savannakhet Airport,509.0,AS,LA,LA-SV,,VLSK,ZVK,,16.55660057067871,104.76000213623047
VLSN,medium_airport,Sam Neua Airport,3281.0,AS,LA,LA-HO,,VLSN,NEU,,20.418399810791016,104.06700134277344
VLVT,medium_airport,Wattay International Airport,564.0,AS,LA,LA-VT,Vientiane,VLVT,VTE,,17.988300323500003,102.56300354
VMI,medium_airport,Aeropuerto Nacional Dr. Juan Plate,280.0,SA,PY,PY-1,Puerto Vallemi,,VMI,,-22.160073,-57.943633
VMMC,large_airport,Macau International Airport,20.0,AS,MO,MO-CAR,Nossa Senhora do Carmo,VMMC,MFM,,22.149599,113.592003
VN-0001,medium_airport,Dong Hoi Airport,59.0,AS,VN,VN-NC,Dong Hoi,VVDH,VDH,,17.515,106.590556
VN-0055,medium_airport,TK88,,AS,VN,VN-CH,,,,,-0.000005,-0.000017
VNBW,medium_airport,Gautam Buddha International Airport,358.0,AS,NP,NP-P5,Siddharthanagar (Bhairahawa),VNBW,BWA,,27.505328,83.412594
VNJP,medium_airport,Janakpur Airport,256.0,AS,NP,NP-P2,Janakpur,VNJP,JKR,,26.708799,85.922401
VNKT,large_airport,Tribhuvan International Airport,4390.0,AS,NP,NP-P3,Kathmandu,VNKT,KTM,,27.6966,85.3591
VNNG,medium_airport,Nepalgunj Airport,540.0,AS,NP,NP-P5,Nepalgunj,VNNG,KEP,,28.1036,81.667
VNPK,medium_airport,Pokhara Airport,2712.0,AS,NP,NP-P4,Pokhara,VNPK,PKR,,28.200899124145508,83.98210144042969
VNTJ,medium_airport,Taplejung Airport,7990.0,AS,NP,NP-P1,Taplejung,VNTJ,TPJ,,27.3509,87.69525
VNVT,medium_airport,Biratnagar Airport,236.0,AS,NP,NP-P1,Biratnagar,VNVT,BIR,,26.48150062561035,87.26399993896484
